MACRO_GENSPECIES,FINAL_ID,MMS_TOLERANCE,MMS_TOLERANCE_NAME,MMS_NBI_PHOSPHORUS_TOL,MMS_NBI_NITRATE_TOL,MMS_FEEDING_HABITS,MMS_REFERENCE,MMS_PREV_NAME,MMS_INTEGR_TAXONOMIC_INFO_SYS,MMS_KINGDOM,MMS_SUBKINGDOM,MMS_INFRAKINGDOM,MMS_SUPERPHYLUM,MMS_PHYLUM,MMS_SUBPHYLUM,MMS_CLASS,MMS_SUBCLASS,MMS_INFRACLASS,MMS_SUPERORDER,MMS_ORDER,MMS_SUBORDER,MMS_INFRAORDER,MMS_SUPERFAMILY,MMS_FAMILY,MMS_SUBFAMILY,MMS_TRIBE,MMS_GENUS,MMS_SPECIES,MSTR_MACRO_SPECIES_ID,MMS_CLASSIFIER,MMS_COMMON_NAME,MMS_WATER_QLTY_EXCHANGE_NAME,MMS_WQX_UNIDENTIFD_SPECEIS_NAME
ATTENELLA MARGARITA,ATTENELLA_MARGARITA,1,intolerant,,,gatherer,2,ephemerella_margarita,101343,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,palaeoptera,,ephemeroptera,furcatergalia,pannota,ephemerelloidea,ephemerellidae,,,attenella,attenella_margarita,,,,,
ATTENELLA SP.,ATTENELLA_SP.,1,intolerant,,,gatherer,2,,101338,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,palaeoptera,,ephemeroptera,furcatergalia,pannota,ephemerelloidea,ephemerellidae,,,attenella,,,,,,
AULODRILUS AMERICANUS,AULODRILUS_AMERICANUS,7,tolerant,,,gatherer,"18,83",,68683,animalia,bilateria,protostomia,lophozoa,annelida,,clitellata,tubificata,,,tubificida,,,,naididae,tubificinae,,aulodrilus,aulodrilus_americanus,,,,,
AULODRILUS LIMNOBIUS,AULODRILUS_LIMNOBIUS,7,tolerant,,,gatherer,"18,83",,68682,animalia,bilateria,protostomia,lophozoa,annelida,,clitellata,tubificata,,,tubificida,,,,naididae,tubificinae,,aulodrilus,aulodrilus_limnobius,,,,,
AULODRILUS PIGUETI,AULODRILUS_PIGUETI,7,tolerant,,,gatherer,"18,83",,68680,animalia,bilateria,protostomia,lophozoa,annelida,,clitellata,tubificata,,,tubificida,,,,naididae,tubificinae,,aulodrilus,aulodrilus_pigueti,,,,,
AULODRILUS PIQUETI,AULODRILUS_PIQUETI,7,tolerant,,,gatherer,"18,83",,68680,animalia,bilateria,protostomia,lophozoa,annelida,,clitellata,tubificata,,,tubificida,,,,naididae,tubificinae,,aulodrilus,aulodrilus_pigueti,,,,,
AULODRILUS PLURISETA,AULODRILUS_PLURISETA,7,tolerant,,,gatherer,"18,83",,68684,animalia,bilateria,protostomia,lophozoa,annelida,,clitellata,tubificata,,,tubificida,,,,naididae,tubificinae,,aulodrilus,aulodrilus_pluriseta,,,,,
AULODRILUS SP.,AULODRILUS_SP.,7,tolerant,,,gatherer,"18,83",,68679,animalia,bilateria,protostomia,lophozoa,annelida,,clitellata,tubificata,,,tubificida,,,,naididae,tubificinae,,aulodrilus,,,,,,
AXARUS FESTIVUS GR.,AXARUS_FESTIVUS_GR.,6,facultative,,,gatherer,"88,124",,129239,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,chironominae,chironomini,axarus,axarus_festivus,,,,,
AXARUS SP.,AXARUS_SP.,6,facultative,,,gatherer,"88,124",,129236,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,chironominae,chironomini,axarus,,,,,,
BAETIS BRUNNEICOLOR,BAETIS_BRUNNEICOLOR,4,intolerant,1,5,gatherer,74,,100825,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,palaeoptera,,ephemeroptera,pisciforma,,,baetidae,,,baetis,baetis_brunneicolor,,,,,
BAETIS FLAVISTRIGA,BAETIS_FLAVISTRIGA,4,intolerant,7,7,gatherer,74,,100835,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,palaeoptera,,ephemeroptera,pisciforma,,,baetidae,,,baetis,baetis_flavistriga,,,,,
BAETIS INTERCALARIS,BAETIS_INTERCALARIS,5,facultative,6,5,gatherer,74,,100808,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,palaeoptera,,ephemeroptera,pisciforma,,,baetidae,,,baetis,baetis_intercalaris,,,,,
BAETIS PLUTO,BAETIS_PLUTO,6,facultative,,,gatherer,74,,100858,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,palaeoptera,,ephemeroptera,pisciforma,,,baetidae,,,baetis,baetis_pluto,,,,,
BAETIS SP.,BAETIS_SP.,6,facultative,6,3,gatherer,74,,100800,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,palaeoptera,,ephemeroptera,pisciforma,,,baetidae,,,baetis,,,,,,
BAETIS TRICAUDATUS,BAETIS_TRICAUDATUS,6,facultative,8,9,gatherer,74,,100817,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,palaeoptera,,ephemeroptera,pisciforma,,,baetidae,,,baetis,baetis_tricaudatus,,,,,
BAETISCA SP.,BAETISCA_SP.,4,intolerant,,,gatherer,83,,101494,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,palaeoptera,,ephemeroptera,carapacea,,,baetiscidae,,,baetisca,,,,,,
BASIAESCHNA SP.,BASIAESCHNA_SP.,6,facultative,,,predator,"83,122",,101648,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,palaeoptera,,odonata,anisoptera,,,aeshnidae,,,basiaeschna,,,,,,
BATRACOBDELLA PHALERA,BATRACOBDELLA_PHALERA,8,tolerant,,,predator,"83,63",,555638,animalia,bilateria,protostomia,lophozoa,annelida,,clitellata,lumbriculata,,,hirudinida,rhynchobdellida,,,glossiphoniidae,glossiphoniinae,,desserobdella,desserobdella_phalera,,,,,
BATRACOBDELLA SP.,BATRACOBDELLA_SP.,8,tolerant,,,predator,"83,63",,69358,animalia,bilateria,protostomia,lophozoa,annelida,,clitellata,lumbriculata,,,hirudinida,rhynchobdellida,,,glossiphoniidae,,,batracobdella,,,,,,
BEROSUS SP.,BEROSUS_SP.,5,facultative,,,gatherer,"83,123",,112812,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,coleoptera,polyphaga,staphyliniformia,hydrophiloidea,hydrophilidae,hydrophilinae,berosini,berosus,,,,,,
BEZZIA SP.,BEZZIA_SP.,6,facultative,,,predator,83,,127778,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,ceratopogonidae,ceratopogoninae,palpomyiini,bezzia,,,,,,
BEZZIA SP. 1,BEZZIA_SP._1,6,facultative,,,predator,83,,127778,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,ceratopogonidae,ceratopogoninae,palpomyiini,bezzia,,,,,,
BEZZIA SP. 2,BEZZIA_SP._2,6,facultative,,,predator,83,,127778,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,ceratopogonidae,ceratopogoninae,palpomyiini,bezzia,,,,,,
BITHYNIA SP.,BITHYNIA_SP.,8,tolerant,,,scraper,"60,83",,70793,animalia,bilateria,protostomia,lophozoa,mollusca,,gastropoda,,,,neotaenioglossa,,,,bithyniidae,,,bithynia,,,,,,
BITHYNIA TENTACULATA,BITHYNIA_TENTACULATA,8,tolerant,,,scraper,"60,83",,70794,animalia,bilateria,protostomia,lophozoa,mollusca,,gastropoda,,,,neotaenioglossa,,,,bithyniidae,,,bithynia,bithynia_tentaculata,,,,,
BITTACOMORPHA SP.,BITTACOMORPHA_SP.,9,tolerant,,,gatherer,83,,125765,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,ptychopteromorpha,,ptychopteridae,bittacomorphinae,,bittacomorpha,,,,,,
BLEPHARICERA SP.,BLEPHARICERA_SP.,0,intolerant,,,scraper,83117,,121255,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,blephariceromorpha,,blephariceridae,blepharicerinae,blepharicerini,blepharicera,,,,,,
BOTHRIONEURUM SP.,BOTHRIONEURUM_SP.,7,tolerant,,,gatherer,18,,68778,animalia,bilateria,protostomia,lophozoa,annelida,,clitellata,tubificata,,,tubificida,,,,naididae,rhyacodrilinae,,bothrioneurum,,,,,,
BOTHRIONEURUM VEJDOVSKYANUM,BOTHRIONEURUM_VEJDOVSKYANUM,7,tolerant,,,gatherer,18,,68779,animalia,bilateria,protostomia,lophozoa,annelida,,clitellata,tubificata,,,tubificida,,,,naididae,rhyacodrilinae,,bothrioneurum,bothrioneurum_vejdovskyanum,,,,,
BOYERIA GRAFIANA,BOYERIA_GRAFIANA,2,intolerant,,,predator,,,101646,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,palaeoptera,,odonata,anisoptera,,,aeshnidae,,,boyeria,boyeria_grafiana,,,,,
BOYERIA SP.,BOYERIA_SP.,2,intolerant,,,predator,"83,122",,101645,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,palaeoptera,,odonata,anisoptera,,,aeshnidae,,,boyeria,,,,,,
BOYERIA VINOSA,BOYERIA_VINOSA,2,intolerant,,,predator,"83,122",,101647,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,palaeoptera,,odonata,anisoptera,,,aeshnidae,,,boyeria,boyeria_vinosa,,,,,
BRACHYCENTRUS AMERICANUS,BRACHYCENTRUS_AMERICANUS,1,intolerant,,,filterer,42,,116912,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,trichoptera,,,limnephiloidea,brachycentridae,,,brachycentrus,brachycentrus_americanus,,,,,
BRACHYCENTRUS APPALACHIA,BRACHYCENTRUS_APPALACHIA,0,intolerant,3,4,filterer,42,brachycentrus_sp._1,116921,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,trichoptera,,,limnephiloidea,brachycentridae,,,brachycentrus,brachycentrus_appalachia,,,,,
BRACHYCENTRUS INCANUS,BRACHYCENTRUS_INCANUS,0,intolerant,,,filterer,42,brachycentrus_sp._3,116919,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,trichoptera,,,limnephiloidea,brachycentridae,,,brachycentrus,brachycentrus_incanus,,,,,
BRACHYCENTRUS LATERALIS,BRACHYCENTRUS_LATERALIS,1,intolerant,,,filterer,42,,116914,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,trichoptera,,,limnephiloidea,brachycentridae,,,brachycentrus,brachycentrus_lateralis,,,,,
BRACHYCENTRUS NIGROSOMA,BRACHYCENTRUS_NIGROSOMA,1,intolerant,,,filterer,42,,116916,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,trichoptera,,,limnephiloidea,brachycentridae,,,brachycentrus,brachycentrus_nigrosoma,,,,,
BRACHYCENTRUS NUMEROSUS,BRACHYCENTRUS_NUMEROSUS,1,intolerant,,,filterer,42,brachycentrus_sp._2,116910,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,trichoptera,,,limnephiloidea,brachycentridae,,,brachycentrus,brachycentrus_numerosus,,,,,
BRACHYCENTRUS SOLOMONI,BRACHYCENTRUS_SOLOMONI,1,intolerant,,,filterer,42,,604655,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,trichoptera,,,limnephiloidea,brachycentridae,,,brachycentrus,brachycentrus_solomoni,,,,,
BRACHYCENTRUS SP.,BRACHYCENTRUS_SP.,1,intolerant,,,filterer,42,,116906,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,trichoptera,,,limnephiloidea,brachycentridae,,,brachycentrus,,,,,,
BRACHYCERCUS MACULATUS,BRACHYCERCUS_MACULATUS,3,intolerant,,,gatherer,"83,23",,776969,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,palaeoptera,,ephemeroptera,furcatergalia,pannota,caenoidea,caenidae,brachycercinae,sparbarini,sparbarus,sparbarus_maculatus,,,,,
BRACHYCERCUS SP.,BRACHYCERCUS_SP.,3,intolerant,,,gatherer,"83,23",,101468,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,palaeoptera,,ephemeroptera,furcatergalia,pannota,caenoidea,caenidae,brachycercinae,brachycercini,brachycercus,,,,,,
BRANCHIOBDELLA SP.,BRANCHIOBDELLA_SP.,6,facultative,,,gatherer,108,,69180,animalia,bilateria,protostomia,lophozoa,annelida,,clitellata,lumbriculata,,,branchiobdellida,,,,branchiobdellidae,branchiobdellinae,,branchiobdella,,,,,,
BRANCHIURA SOWERBYI,BRANCHIURA_SOWERBYI,6,tolerant,,,gatherer,"18,83",,68621,animalia,bilateria,protostomia,lophozoa,annelida,,clitellata,tubificata,,,tubificida,,,,naididae,rhyacodrilinae,,branchiura,branchiura_sowerbyi,,,,,
BRANCHIURA SP.,BRANCHIURA_SP.,6,tolerant,,,gatherer,"18,83",,68619,animalia,bilateria,protostomia,lophozoa,annelida,,clitellata,tubificata,,,tubificida,,,,naididae,rhyacodrilinae,,branchiura,,,,,,
BRATISLAVIA DADAYI,BRATISLAVIA_DADAYI,10,tolerant,,,gatherer,"83,61",,974730,animalia,bilateria,protostomia,lophozoa,annelida,,clitellata,tubificata,,,tubificida,,,,naididae,naidinae,,bratislavia,bratislavia_dadayi,,,,,
BRILLIA FLAVIFRONS,BRILLIA_FLAVIFRONS,5,facultative,,,shredder,80,brillia_sp._1,128478,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,orthocladiinae,,brillia,brillia_flavifrons,,,,,
BRILLIA PARVA,BRILLIA_PARVA,5,facultative,,,shredder,80,,128481,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,orthocladiinae,,brillia,brillia_parva,,,,,
BRILLIA SERA,BRILLIA_SERA,5,facultative,,,shredder,80,,128483,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,orthocladiinae,,brillia,brillia_sera,,,,,
BRILLIA SP.,BRILLIA_SP.,5,facultative,,,shredder,80,,128477,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,orthocladiinae,,brillia,,,,,,
BRUNDINIELLA SP.,BRUNDINIELLA_SP.,6,facultative,,,predator,83,,128026,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,tanypodinae,macropelopiini,brundiniella,,,,,,
CAECIDOTEA COMMUNIS,CAECIDOTEA_COMMUNIS,8,tolerant,,,gatherer,"108,_126",asellus_communis,568819,animalia,bilateria,protostomia,ecdysozoa,arthropoda,crustacea,malacostraca,eumalacostraca,,peracarida,isopoda,asellota,,aselloidea,asellidae,,,caecidotea,caecidotea_communis,,,,,
CAECIDOTEA INTERMEDIUS,CAECIDOTEA_INTERMEDIUS,8,tolerant,,,gatherer,126,,92711,animalia,bilateria,protostomia,ecdysozoa,arthropoda,crustacea,malacostraca,eumalacostraca,,peracarida,isopoda,asellota,,aselloidea,asellidae,,,caecidotea,caecidotea_intermedia,,,,,
CAECIDOTEA NR. RACOVITZAI,CAECIDOTEA_NR._RACOVITZAI,8,tolerant,,,gatherer,"108,126",asellus_nr._racovitzai,92692,animalia,bilateria,protostomia,ecdysozoa,arthropoda,crustacea,malacostraca,eumalacostraca,,peracarida,isopoda,asellota,,aselloidea,asellidae,,,caecidotea,caecidotea_racovitzai,,,,,
CAECIDOTEA RACOVITZAI,CAECIDOTEA_RACOVITZAI,8,tolerant,6,2,gatherer,"108,_126",asellus_racovitzai,92692,animalia,bilateria,protostomia,ecdysozoa,arthropoda,crustacea,malacostraca,eumalacostraca,,peracarida,isopoda,asellota,,aselloidea,asellidae,,,caecidotea,caecidotea_racovitzai,,,,,
CAECIDOTEA RACOVITZAI RACOVITZAI,CAECIDOTEA_RACOVITZAI_RACOVITZAI,8,tolerant,,,gatherer,"108,126",asellus_racovitzai_racovitzai,92694,animalia,bilateria,protostomia,ecdysozoa,arthropoda,crustacea,malacostraca,eumalacostraca,,peracarida,isopoda,asellota,,aselloidea,asellidae,,,caecidotea,caecidotea_racovitzai,,,,,
CAECIDOTEA SP.,CAECIDOTEA_SP.,8,tolerant,7,9,gatherer,108,asellus_sp.,92686,animalia,bilateria,protostomia,ecdysozoa,arthropoda,crustacea,malacostraca,eumalacostraca,,peracarida,isopoda,asellota,,aselloidea,asellidae,,,caecidotea,,,,,,
CAENIS AMICA,CAENIS_AMICA,6,facultative,,,gatherer,84,,101480,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,palaeoptera,,ephemeroptera,furcatergalia,pannota,caenoidea,caenidae,caeninae,,caenis,caenis_amica,,,,,
CAENIS ANCEPS,CAENIS_ANCEPS,6,facultative,,,gatherer,84,caenis_sp.,101481,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,palaeoptera,,ephemeroptera,furcatergalia,pannota,caenoidea,caenidae,caeninae,,caenis,caenis_anceps,,,,,
CAENIS DIMINUTA,CAENIS_DIMINUTA,6,facultative,,,gatherer,84,,101483,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,palaeoptera,,ephemeroptera,furcatergalia,pannota,caenoidea,caenidae,caeninae,,caenis,caenis_diminuta,,,,,
CAENIS LATIPENNIS,CAENIS_LATIPENNIS,6,facultative,,,gatherer,84,caenis_sp.,101488,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,palaeoptera,,ephemeroptera,furcatergalia,pannota,caenoidea,caenidae,caeninae,,caenis,caenis_latipennis,,,,,
CAENIS MACAFFERTI,CAENIS_MACAFFERTI,6,facultative,,,gatherer,84,,568670,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,palaeoptera,,ephemeroptera,furcatergalia,pannota,caenoidea,caenidae,caeninae,,caenis,caenis_macafferti,,,,,
CAENIS PUNCTATA,CAENIS_PUNCTATA,6,facultative,,,gatherer,84,,101489,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,palaeoptera,,ephemeroptera,furcatergalia,pannota,caenoidea,caenidae,caeninae,,caenis,caenis_punctata,,,,,
CAENIS SP.,CAENIS_SP.,6,facultative,3,3,gatherer,83,,101478,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,palaeoptera,,ephemeroptera,furcatergalia,pannota,caenoidea,caenidae,caeninae,,caenis,,,,,,
CALLIBAETIS SP.,CALLIBAETIS_SP.,7,tolerant,,,gatherer,83,,100903,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,palaeoptera,,ephemeroptera,pisciforma,,,baetidae,,,callibaetis,,,,,,
CALOPTERYX SP.,CALOPTERYX_SP.,6,facultative,,,predator,"83,122",agrion_sp.,102052,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,palaeoptera,,odonata,zygoptera,,,calopterygidae,,,calopteryx,,,,,,
CAMBARUS BARTONII,CAMBARUS_BARTONII,6,facultative,,,gatherer,"83,108,5",,97343,animalia,bilateria,protostomia,ecdysozoa,arthropoda,crustacea,malacostraca,eumalacostraca,,eucarida,decapoda,pleocyemata,astacidea,astacoidea,cambaridae,cambarinae,,cambarus,cambarus_bartonii,,,,,
CAMBARUS SP.,CAMBARUS_SP.,6,facultative,,,gatherer,"83,108,5",,97337,animalia,bilateria,protostomia,ecdysozoa,arthropoda,crustacea,malacostraca,eumalacostraca,,eucarida,decapoda,pleocyemata,astacidea,astacoidea,cambaridae,cambarinae,,cambarus,,,,,,
CAMPELOMA DECISUM,CAMPELOMA_DECISUM,6,facultative,,,scraper,"60,83",,70312,animalia,bilateria,protostomia,lophozoa,mollusca,,gastropoda,prosobranchia,,,architaenioglossa,,,,viviparidae,,,campeloma,campeloma_decisum,,,,,
CAMPELOMA SP.,CAMPELOMA_SP.,6,facultative,,,scraper,"60,83",,70311,animalia,bilateria,protostomia,lophozoa,mollusca,,gastropoda,prosobranchia,,,architaenioglossa,,,,viviparidae,,,campeloma,,,,,,
CAMPTOCLADIUS SP.,CAMPTOCLADIUS_SP.,8,tolerant,,,gatherer,36,,128507,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,orthocladiinae,,camptocladius,,,,,,
CARDIOCLADIUS ALBIPLUMUS,CARDIOCLADIUS_ALBIPLUMUS,5,facultative,,,predator,77,"eukiefferiella_nr._similis,_cardiocladius_sp._3,_eukiefferiella_potthasti_gr.",128512,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,orthocladiinae,,cardiocladius,cardiocladius_albiplumus,,,,,
CARDIOCLADIUS OBSCURUS,CARDIOCLADIUS_OBSCURUS,5,facultative,8,6,predator,"106,83",cardiocladius_sp._1,128515,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,orthocladiinae,,cardiocladius,cardiocladius_obscurus,,,,,
CARDIOCLADIUS SP.,CARDIOCLADIUS_SP.,5,facultative,,,predator,106,,128511,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,diptera,nematocera,culicomorpha,,chironomidae,orthocladiinae,,cardiocladius,,,,,,
CELINA SP.,CELINA_SP.,5,facultative,,,predator,"83,123",,112136,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,coleoptera,adephaga,,,dytiscidae,hydroporinae,methlini,celina,,,,,,
CENTROPTILUM SP.,CENTROPTILUM_SP.,2,intolerant,,,gatherer,83,,100873,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,palaeoptera,,ephemeroptera,pisciforma,,,baetidae,,,centroptilum,,,,,,
CERACLEA ALCES,CERACLEA_ALCES,3,intolerant,,,gatherer,85,,116742,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,trichoptera,,,leptoceroidea,leptoceridae,leptocerinae,athripsodini,ceraclea,ceraclea_alces,,,,,
CERACLEA PUNCTATA,CERACLEA_PUNCTATA,3,intolerant,,,gatherer,85,,116711,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,trichoptera,,,leptoceroidea,leptoceridae,leptocerinae,athripsodini,ceraclea,ceraclea_punctata,,,,,
CERACLEA SP.,CERACLEA_SP.,3,intolerant,,,gatherer,125,athripsodes_sp._2,116684,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,trichoptera,,,leptoceroidea,leptoceridae,leptocerinae,athripsodini,ceraclea,,,,,,
CERATOPSYCHE ALHEDRA,CERATOPSYCHE_ALHEDRA,3,intolerant,,,filterer,"105,98",hydropsyche_alhedra,115596,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,trichoptera,,,hydropsychoidea,hydropsychidae,hydropsychinae,,ceratopsyche,ceratopsyche_alhedra,,,,,
CERATOPSYCHE BRONTA,CERATOPSYCHE_BRONTA,6,facultative,7,6,filterer,"103,105","hydropsyche_bronta_hydropsyche_recurvata,_symphitopsyche_bronta",115577,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,trichoptera,,,hydropsychoidea,hydropsychidae,hydropsychinae,,ceratopsyche,ceratopsyche_bronta,,,,,
CERATOPSYCHE BRONTA/MOROSA,CERATOPSYCHE_BRONTA/MOROSA,6,facultative,6,4,filterer,"105,_105",,115570,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,trichoptera,,,hydropsychoidea,hydropsychidae,hydropsychinae,,ceratopsyche,,,,,,
CERATOPSYCHE MOROSA,CERATOPSYCHE_MOROSA,6,facultative,5,1,filterer,"103,105","hydropsyche_morosa_symphitopsyche_bifida,_hydropsyche_bifida,_hydropsyche_sp._1,_hydropsyche_sp._10",115580,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,trichoptera,,,hydropsychoidea,hydropsychidae,hydropsychinae,,ceratopsyche,ceratopsyche_morosa,,,,,
CERATOPSYCHE SLOSSONAE,CERATOPSYCHE_SLOSSONAE,4,intolerant,6,10,filterer,103,"hydropsyche_slossonae_hydropsyche_nr._betteni,_hydropsyche_sp._4,_symphitopsyche_slossonae",115586,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,trichoptera,,,hydropsychoidea,hydropsychidae,hydropsychinae,,ceratopsyche,ceratopsyche_slossonae,,,,,
CERATOPSYCHE SP.,CERATOPSYCHE_SP.,4,facultative,5,4,filterer,"103,_105",,115570,animalia,bilateria,protostomia,ecdysozoa,arthropoda,hexapoda,insecta,pterygota,neoptera,holometabola,trichoptera,,,hydropsychoidea,hydropsychidae,hydropsychinae,,ceratopsyche,,,,,,
